TransactionID,TransactionDate,StoreID,ProductID,Quantity,UnitPrice,DiscountAmount,GrossSales,NetSales,PaymentMethod,SalesChannel
T001136,2026-05-24 21:15:41,S003,P0006,3,60.11,9.02,180.33,171.31,Cash,Store
T001137,2026-05-14 12:33:58,S006,P0098,4,88.52,0.0,354.08,354.08,Card,Store
T001138,2026-05-08 08:32:32,S006,P0053,1,122.01,0.0,122.01,122.01,Wallet,Store
T001139,2026-05-10 04:10:03,S010,P0040,1,101.86,0.0,101.86,101.86,Card,Store
T001140,2026-05-02 16:46:52,S001,P0022,5,90.67,22.67,453.35,430.68,Wallet,Store
T001141,2026-05-09 00:44:34,S010,P0055,5,63.94,31.97,319.7,287.73,Wallet,Store
T001142,2026-05-13 20:45:57,S010,P0061,1,110.26,5.51,110.26,104.75,Card,Store
T001143,2026-05-04 07:29:48,S010,P0042,1,36.49,3.65,36.49,32.84,Card,Store
T001144,2026-05-20 10:54:18,S009,P0064,3,32.29,0.0,96.87,96.87,Card,Store
T001145,2026-05-18 07:47:39,S004,P0056,4,104.18,0.0,416.72,416.72,Card,Store
T001146,2026-05-13 08:13:27,S001,P0034,3,23.19,10.44,69.57,59.13,Wallet,Store
T001147,2026-05-19 12:15:50,S002,P0096,5,134.76,0.0,673.8,673.8,Card,Store
T001148,2026-05-14 07:38:10,S010,P0009,5,105.05,52.53,525.25,472.72,Card,Store
T001149,2026-05-14 19:39:32,S005,P0010,5,184.67,46.17,923.35,877.18,Card,Store
T001150,2026-05-20 18:45:50,S007,P0026,4,65.35,13.07,261.4,248.33,Card,Store
T001151,2026-05-21 18:47:42,S009,P0086,2,62.39,0.0,124.78,124.78,Cash,Store
T001152,2026-05-09 23:13:34,S008,P0074,2,59.52,11.9,119.04,107.14,Wallet,Store
T001153,2026-05-17 07:18:19,S007,P0079,5,12.41,0.0,62.05,62.05,Card,Store
T001154,2026-05-24 10:55:57,S003,P0060,2,59.06,0.0,118.12,118.12,Card,Store
T001155,2026-05-14 09:43:07,S006,P0053,1,122.01,0.0,122.01,122.01,Card,Store
T001156,2026-05-08 14:46:37,S003,P0083,3,41.33,18.6,123.99,105.39,Cash,Store
T001157,2026-05-08 11:18:23,S003,P0015,2,153.72,0.0,307.44,307.44,Card,Store
T001158,2026-05-21 01:20:50,S009,P0063,4,97.34,38.94,389.36,350.42,Cash,Store
T001159,2026-05-09 10:06:48,S005,P0021,2,144.78,0.0,289.56,289.56,Wallet,Store
T001160,2026-05-01 02:00:51,S003,P0071,1,56.68,5.67,56.68,51.01,Cash,Store
T001161,2026-05-14 13:13:56,S010,P0041,3,62.42,0.0,187.26,187.26,Wallet,Store
T001162,2026-05-08 04:04:31,S002,P0085,4,75.89,0.0,303.56,303.56,Wallet,Store
T001163,2026-05-22 21:07:56,S009,P0095,1,181.52,27.23,181.52,154.29,Wallet,Store
T001164,2026-05-20 04:27:07,S008,P0033,1,74.69,0.0,74.69,74.69,Card,Store
T001165,2026-05-14 07:56:14,S010,P0043,4,93.77,0.0,375.08,375.08,Cash,Store
T001166,2026-05-15 14:52:06,S003,P0014,2,166.66,16.67,333.32,316.65,Card,Store
T001167,2026-05-12 04:06:46,S001,P0076,4,119.43,71.66,477.72,406.06,Card,Store
T001168,2026-05-09 05:16:33,S007,P0070,4,101.49,0.0,405.96,405.96,Card,Store
T001169,2026-05-21 22:03:25,S006,P0061,3,110.26,0.0,330.78,330.78,Cash,Store
T001170,2026-05-18 14:00:22,S001,P0095,2,181.52,18.15,363.04,344.89,Card,Store
T001171,2026-05-08 16:06:26,S006,P0082,1,96.77,14.52,96.77,82.25,Card,Store
T001172,2026-05-03 08:34:22,S007,P0002,3,70.73,10.61,212.19,201.58,Card,Store
T001173,2026-05-25 23:27:46,S003,P0027,4,36.85,7.37,147.4,140.03,Card,Store
T001174,2026-05-16 15:02:07,S005,P0005,1,47.95,4.8,47.95,43.15,Card,Store
T001175,2026-05-23 09:30:05,S007,P0092,1,103.99,0.0,103.99,103.99,Wallet,Store
T001176,2026-05-24 19:56:31,S006,P0009,4,105.05,63.03,420.2,357.17,Wallet,Store
T001177,2026-05-21 23:21:34,S008,P0042,1,36.49,0.0,36.49,36.49,Cash,Store
T001178,2026-05-13 07:17:04,S008,P0081,2,84.16,0.0,168.32,168.32,Wallet,Store
T001179,2026-05-04 05:44:46,S006,P0040,5,101.86,0.0,509.3,509.3,Cash,Store
T001180,2026-05-11 16:26:17,S003,P0067,5,14.66,7.33,73.3,65.97,Card,Store
T001181,2026-05-22 21:35:28,S003,P0095,3,181.52,0.0,544.56,544.56,Card,Store
T001182,2026-05-12 06:37:20,S004,P0037,1,50.07,5.01,50.07,45.06,Card,Store
T001183,2026-05-01 20:20:07,S010,P0049,2,89.38,0.0,178.76,178.76,Wallet,Store
T001184,2026-05-07 09:31:52,S004,P0079,1,12.41,1.24,12.41,11.17,Wallet,Store
T001185,2026-05-14 21:51:34,S001,P0022,4,90.67,54.4,362.68,308.28,Card,Store
T001186,2026-05-19 04:16:21,S002,P0020,3,53.57,0.0,160.71,160.71,Cash,Store
T001187,2026-05-22 17:59:29,S009,P0092,4,103.99,41.6,415.96,374.36,Cash,Store
T001188,2026-05-10 17:59:31,S004,P0029,2,38.23,3.82,76.46,72.64,Card,Store
T001189,2026-05-07 10:18:09,S007,P0017,2,99.39,29.82,198.78,168.96,Wallet,Store
T001190,2026-05-14 05:18:49,S004,P0087,4,55.98,0.0,223.92,223.92,Cash,Store
T001191,2026-05-15 09:02:27,S005,P0038,2,44.59,13.38,89.18,75.8,Card,Store
T001192,2026-05-16 04:50:59,S008,P0075,1,97.7,0.0,97.7,97.7,Card,Store
T001193,2026-05-23 15:24:41,S007,P0089,2,21.03,4.21,42.06,37.85,Wallet,Store
T001194,2026-05-18 02:08:20,S005,P0077,1,88.55,0.0,88.55,88.55,Cash,Store
T001195,2026-05-20 21:46:51,S004,P0043,4,93.77,18.75,375.08,356.33,Wallet,Store
T001196,2026-05-17 22:33:39,S001,P0096,1,134.76,6.74,134.76,128.02,Card,Store
T001197,2026-05-18 01:29:50,S007,P0039,3,23.0,0.0,69.0,69.0,Wallet,Store
T001198,2026-05-16 12:20:56,S005,P0023,2,182.66,54.8,365.32,310.52,Card,Store
T001199,2026-05-14 05:09:45,S002,P0017,3,99.39,44.73,298.17,253.44,Card,Store
T001200,2026-05-16 10:13:51,S006,P0015,1,153.72,0.0,153.72,153.72,Wallet,Store
T_BAD_001,2026-06-14 00:00:00,S999,P9999,-2,20,5,-40,-45,Card,Store
T000001,2026-05-14 12:02:49,S004,P0020,1,53.57,5.36,53.57,48.21,Wallet,Store
